store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
00017c6a-7a77-4a95-bb2d-40647868aff6,56.95524313333333,3.044756866666667,8.97940840361111,15.02059159638889,57.94143030361111,102.02171983972221
000bba84-20af-4a8b-b68a-368922cc6ad1,0.0,0.0,0.0,0.0,0.0,0.0
003222af-0b64-4f8c-b5c3-d2dc24636f02,0.0,0.0,0.0,0.0,0.0,0.0
00505ad5-7cf5-42f1-a7e4-252e42273e77,60.0,0.0,12.012610676388888,11.987389323611112,76.17732060750001,83.97671745083335
0059ffee-d90a-4355-afd3-b14e7030d2a5,60.0,0.0,15.030282410833335,8.969717589166667,97.2543808002778,62.96110297916666
006006cb-7763-42bb-af62-0101f6bc2de1,57.24669588333334,2.753304116666667,12.012751145277779,11.987248854722223,75.99272721555553,83.97505731305556
0066c6a3-6a89-40a1-b11f-64526666c771,0.0,0.0,0.0,0.0,0.0,0.0
006c9910-9126-4bb9-b5d8-cd37bc14790b,0.0,60.0,0.0,24.000000000000004,0.0,161.4879745522223
007257d2-73df-4c35-8a67-859f988b63f0,39.736690466666666,20.26330953333333,15.56458609638889,8.435413903611112,94.27076917388887,65.39475980777777
007a6957-bf78-4062-9a01-b39641f0c126,33.980563933333336,26.019436066666668,12.020806918055557,11.979193081944445,75.61077372222225,83.96499633444445
009c0a31-4856-4f4b-a2a1-a53145db6f45,60.0,0.0,15.022182783333335,8.977817216666667,96.43803448305556,63.191277327222224
009e533c-bbc6-4a3f-afda-ae1f9ab5dc87,0.0,0.0,0.0,0.0,0.0,0.0
00bcec56-84f9-4a91-a3b8-c63ba60c69fe,11.460316516666667,48.539683483333334,15.355974471666666,8.644025528333335,99.69773355805555,62.63761645472221
00bfac82-9546-429a-b137-39797e9dbe6c,36.29159325,23.708406749999998,8.978915636388889,15.021084363611113,54.549484949722206,105.06008642444444
00d3080b-63b0-46c3-ad41-35ba3e84e922,45.422535583333335,14.577464416666666,15.035854503333335,8.964145496666667,96.8224788777778,62.942669439999996
00e3e0a6-a94a-4abe-8ab7-138e7215993a,50.81745328333333,9.182546716666668,15.03413897111111,8.965861028888888,96.92171537777776,62.94578248888889
00e70d3c-7c2a-4633-b779-797f36f77dda,53.28326068333333,6.716739316666667,8.979370894166667,15.020629105833335,54.83997341944445,105.06072800250003
012c2916-6822-4202-9cc0-a9a20abe3ec4,0.0,0.0,0.0,0.0,0.0,0.0
0130723a-06f8-4377-9170-abe3b932eff8,0.0,0.0,0.0,0.0,0.0,0.0
013ba14b-3518-427a-8130-8379e9ab198c,0.0,0.0,0.0,0.0,0.0,0.0
0143bd74-2221-4765-9064-ce416f00ee6e,0.0,0.0,0.0,0.0,0.0,0.0
0157421c-0a63-4941-a409-37dfe713c8dd,0.0,60.0,11.032292162777779,12.96770783722222,81.03954974138887,78.96608976833332
0158621b-c033-47e1-98c0-14be931d7670,46.827897883333335,13.172102116666668,12.0195430175,11.9804569825,75.82038614833334,83.96849688027777
01611b02-d799-4a60-840a-38f16fdaf84b,60.0,0.0,9.998959436666667,14.001040563333335,66.21272754333332,95.99097641361111
0164431d-ed09-425d-b9fc-0527ea355c6b,47.731190266666665,12.268809733333335,8.979229211944446,15.020770788055557,33.76405815277777,126.0490548661111
0165ef34-3a7d-4e1f-870d-20a63d8fbcb3,60.0,0.0,15.021678200277778,8.978321799722222,96.53113532250002,63.036281851944445
01b0e90e-4bbb-4bad-a0d0-fa9f4eae8c82,0.0,0.0,0.0,0.0,0.0,0.0
01b363c7-9360-413f-9d81-560519758d27,0.0,0.0,0.0,0.0,0.0,0.0
01bba31b-d858-4fc2-9768-47b9bc394441,0.0,0.0,0.0,0.0,0.0,0.0
01c792cd-2acb-4dd2-89b3-9f58ee057494,38.80732758333333,21.192672416666667,12.021245812777778,11.978754187222222,75.6935226175,83.96506502416666
01da0a2e-7341-448d-a66f-920fccd80e37,60.0,0.0,12.012755003333334,11.987244996666668,76.07373617999998,83.97523697249999
01dd1a67-9582-4c07-9c47-22990be20152,51.63030966666667,8.369690333333333,12.016249861666667,11.983750138333333,75.89807171055557,83.9746195513889
